STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,CLIM_POL,Climate policies,TIME_PERIOD,Time period,OBS_VALUE,Observation value,UNIT_MULT,Unit multiplier,UNIT_MEASURE,Unit of measure,DECIMALS,Decimals
DATAFLOW,OECD.ECO.MAD:DSD_EPS@DF_EPS(1.0),OECD Environmental Policy Stringency Index,I,IDN,Indonesia,A,Annual,POL_STRINGENCY,Policy stringency,ELV_SOX,Emission limit value SOx,1995,,1,,0,Units,0_TO_6,0-6 scale,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EPS@DF_EPS(1.0),OECD Environmental Policy Stringency Index,I,IDN,Indonesia,A,Annual,POL_STRINGENCY,Policy stringency,ELV_SOX,Emission limit value SOx,1996,,1,,0,Units,0_TO_6,0-6 scale,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EPS@DF_EPS(1.0),OECD Environmental Policy Stringency Index,I,IDN,Indonesia,A,Annual,POL_STRINGENCY,Policy stringency,ELV_SOX,Emission limit value SOx,1997,,1,,0,Units,0_TO_6,0-6 scale,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EPS@DF_EPS(1.0),OECD Environmental Policy Stringency Index,I,IDN,Indonesia,A,Annual,POL_STRINGENCY,Policy stringency,ELV_SOX,Emission limit value SOx,1998,,1,,0,Units,0_TO_6,0-6 scale,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EPS@DF_EPS(1.0),OECD Environmental Policy Stringency Index,I,IDN,Indonesia,A,Annual,POL_STRINGENCY,Policy stringency,ELV_SOX,Emission limit value SOx,1999,,1,,0,Units,0_TO_6,0-6 scale,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EPS@DF_EPS(1.0),OECD Environmental Policy Stringency Index,I,IDN,Indonesia,A,Annual,POL_STRINGENCY,Policy stringency,ELV_SOX,Emission limit value SOx,2000,,1,,0,Units,0_TO_6,0-6 scale,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EPS@DF_EPS(1.0),OECD Environmental Policy Stringency Index,I,IDN,Indonesia,A,Annual,POL_STRINGENCY,Policy stringency,ELV_SOX,Emission limit value SOx,2001,,1,,0,Units,0_TO_6,0-6 scale,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EPS@DF_EPS(1.0),OECD Environmental Policy Stringency Index,I,IDN,Indonesia,A,Annual,POL_STRINGENCY,Policy stringency,ELV_SOX,Emission limit value SOx,2002,,1,,0,Units,0_TO_6,0-6 scale,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EPS@DF_EPS(1.0),OECD Environmental Policy Stringency Index,I,IDN,Indonesia,A,Annual,POL_STRINGENCY,Policy stringency,ELV_SOX,Emission limit value SOx,2003,,1,,0,Units,0_TO_6,0-6 scale,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EPS@DF_EPS(1.0),OECD Environmental Policy Stringency Index,I,IDN,Indonesia,A,Annual,POL_STRINGENCY,Policy stringency,ELV_SOX,Emission limit value SOx,2004,,1,,0,Units,0_TO_6,0-6 scale,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EPS@DF_EPS(1.0),OECD Environmental Policy Stringency Index,I,IDN,Indonesia,A,Annual,POL_STRINGENCY,Policy stringency,ELV_SOX,Emission limit value SOx,2005,,1,,0,Units,0_TO_6,0-6 scale,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EPS@DF_EPS(1.0),OECD Environmental Policy Stringency Index,I,IDN,Indonesia,A,Annual,POL_STRINGENCY,Policy stringency,ELV_SOX,Emission limit value SOx,2006,,1,,0,Units,0_TO_6,0-6 scale,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EPS@DF_EPS(1.0),OECD Environmental Policy Stringency Index,I,IDN,Indonesia,A,Annual,POL_STRINGENCY,Policy stringency,ELV_SOX,Emission limit value SOx,2007,,1,,0,Units,0_TO_6,0-6 scale,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EPS@DF_EPS(1.0),OECD Environmental Policy Stringency Index,I,IDN,Indonesia,A,Annual,POL_STRINGENCY,Policy stringency,ELV_SOX,Emission limit value SOx,2008,,1,,0,Units,0_TO_6,0-6 scale,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EPS@DF_EPS(1.0),OECD Environmental Policy Stringency Index,I,IDN,Indonesia,A,Annual,POL_STRINGENCY,Policy stringency,ELV_SOX,Emission limit value SOx,2009,,1,,0,Units,0_TO_6,0-6 scale,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EPS@DF_EPS(1.0),OECD Environmental Policy Stringency Index,I,IDN,Indonesia,A,Annual,POL_STRINGENCY,Policy stringency,ELV_SOX,Emission limit value SOx,2010,,1,,0,Units,0_TO_6,0-6 scale,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EPS@DF_EPS(1.0),OECD Environmental Policy Stringency Index,I,IDN,Indonesia,A,Annual,POL_STRINGENCY,Policy stringency,ELV_SOX,Emission limit value SOx,2011,,1,,0,Units,0_TO_6,0-6 scale,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EPS@DF_EPS(1.0),OECD Environmental Policy Stringency Index,I,IDN,Indonesia,A,Annual,POL_STRINGENCY,Policy stringency,ELV_SOX,Emission limit value SOx,2012,,1,,0,Units,0_TO_6,0-6 scale,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EPS@DF_EPS(1.0),OECD Environmental Policy Stringency Index,I,IDN,Indonesia,A,Annual,POL_STRINGENCY,Policy stringency,ELV_SOX,Emission limit value SOx,2013,,1,,0,Units,0_TO_6,0-6 scale,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EPS@DF_EPS(1.0),OECD Environmental Policy Stringency Index,I,IDN,Indonesia,A,Annual,POL_STRINGENCY,Policy stringency,ELV_SOX,Emission limit value SOx,2014,,1,,0,Units,0_TO_6,0-6 scale,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EPS@DF_EPS(1.0),OECD Environmental Policy Stringency Index,I,IDN,Indonesia,A,Annual,POL_STRINGENCY,Policy stringency,ELV_SOX,Emission limit value SOx,2015,,1,,0,Units,0_TO_6,0-6 scale,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EPS@DF_EPS(1.0),OECD Environmental Policy Stringency Index,I,IDN,Indonesia,A,Annual,POL_STRINGENCY,Policy stringency,ELV_SOX,Emission limit value SOx,2016,,1,,0,Units,0_TO_6,0-6 scale,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EPS@DF_EPS(1.0),OECD Environmental Policy Stringency Index,I,IDN,Indonesia,A,Annual,POL_STRINGENCY,Policy stringency,ELV_SOX,Emission limit value SOx,2017,,1,,0,Units,0_TO_6,0-6 scale,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EPS@DF_EPS(1.0),OECD Environmental Policy Stringency Index,I,IDN,Indonesia,A,Annual,POL_STRINGENCY,Policy stringency,ELV_SOX,Emission limit value SOx,2018,,1,,0,Units,0_TO_6,0-6 scale,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EPS@DF_EPS(1.0),OECD Environmental Policy Stringency Index,I,RUS,Russia,A,Annual,POL_STRINGENCY,Policy stringency,ELV_SOX,Emission limit value SOx,1997,,1,,0,Units,0_TO_6,0-6 scale,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EPS@DF_EPS(1.0),OECD Environmental Policy Stringency Index,I,RUS,Russia,A,Annual,POL_STRINGENCY,Policy stringency,ELV_SOX,Emission limit value SOx,1998,,1,,0,Units,0_TO_6,0-6 scale,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EPS@DF_EPS(1.0),OECD Environmental Policy Stringency Index,I,RUS,Russia,A,Annual,POL_STRINGENCY,Policy stringency,ELV_SOX,Emission limit value SOx,1999,,1,,0,Units,0_TO_6,0-6 scale,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EPS@DF_EPS(1.0),OECD Environmental Policy Stringency Index,I,RUS,Russia,A,Annual,POL_STRINGENCY,Policy stringency,ELV_SOX,Emission limit value SOx,2000,,1,,0,Units,0_TO_6,0-6 scale,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EPS@DF_EPS(1.0),OECD Environmental Policy Stringency Index,I,RUS,Russia,A,Annual,POL_STRINGENCY,Policy stringency,ELV_SOX,Emission limit value SOx,2001,,1,,0,Units,0_TO_6,0-6 scale,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EPS@DF_EPS(1.0),OECD Environmental Policy Stringency Index,I,RUS,Russia,A,Annual,POL_STRINGENCY,Policy stringency,ELV_SOX,Emission limit value SOx,2002,,1,,0,Units,0_TO_6,0-6 scale,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EPS@DF_EPS(1.0),OECD Environmental Policy Stringency Index,I,RUS,Russia,A,Annual,POL_STRINGENCY,Policy stringency,ELV_SOX,Emission limit value SOx,2003,,1,,0,Units,0_TO_6,0-6 scale,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EPS@DF_EPS(1.0),OECD Environmental Policy Stringency Index,I,RUS,Russia,A,Annual,POL_STRINGENCY,Policy stringency,ELV_SOX,Emission limit value SOx,2004,,1,,0,Units,0_TO_6,0-6 scale,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EPS@DF_EPS(1.0),OECD Environmental Policy Stringency Index,I,RUS,Russia,A,Annual,POL_STRINGENCY,Policy stringency,ELV_SOX,Emission limit value SOx,2005,,1,,0,Units,0_TO_6,0-6 scale,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EPS@DF_EPS(1.0),OECD Environmental Policy Stringency Index,I,RUS,Russia,A,Annual,POL_STRINGENCY,Policy stringency,ELV_SOX,Emission limit value SOx,2006,,1,,0,Units,0_TO_6,0-6 scale,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EPS@DF_EPS(1.0),OECD Environmental Policy Stringency Index,I,RUS,Russia,A,Annual,POL_STRINGENCY,Policy stringency,ELV_SOX,Emission limit value SOx,2007,,1,,0,Units,0_TO_6,0-6 scale,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EPS@DF_EPS(1.0),OECD Environmental Policy Stringency Index,I,RUS,Russia,A,Annual,POL_STRINGENCY,Policy stringency,ELV_SOX,Emission limit value SOx,2008,,1,,0,Units,0_TO_6,0-6 scale,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EPS@DF_EPS(1.0),OECD Environmental Policy Stringency Index,I,RUS,Russia,A,Annual,POL_STRINGENCY,Policy stringency,ELV_SOX,Emission limit value SOx,2009,,1,,0,Units,0_TO_6,0-6 scale,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EPS@DF_EPS(1.0),OECD Environmental Policy Stringency Index,I,RUS,Russia,A,Annual,POL_STRINGENCY,Policy stringency,ELV_SOX,Emission limit value SOx,2010,,1,,0,Units,0_TO_6,0-6 scale,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EPS@DF_EPS(1.0),OECD Environmental Policy Stringency Index,I,RUS,Russia,A,Annual,POL_STRINGENCY,Policy stringency,ELV_SOX,Emission limit value SOx,2011,,1,,0,Units,0_TO_6,0-6 scale,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EPS@DF_EPS(1.0),OECD Environmental Policy Stringency Index,I,RUS,Russia,A,Annual,POL_STRINGENCY,Policy stringency,ELV_SOX,Emission limit value SOx,2012,,1,,0,Units,0_TO_6,0-6 scale,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EPS@DF_EPS(1.0),OECD Environmental Policy Stringency Index,I,RUS,Russia,A,Annual,POL_STRINGENCY,Policy stringency,ELV_SOX,Emission limit value SOx,2013,,1,,0,Units,0_TO_6,0-6 scale,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EPS@DF_EPS(1.0),OECD Environmental Policy Stringency Index,I,RUS,Russia,A,Annual,POL_STRINGENCY,Policy stringency,ELV_SOX,Emission limit value SOx,2014,,1,,0,Units,0_TO_6,0-6 scale,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EPS@DF_EPS(1.0),OECD Environmental Policy Stringency Index,I,RUS,Russia,A,Annual,POL_STRINGENCY,Policy stringency,ELV_SOX,Emission limit value SOx,2015,,1,,0,Units,0_TO_6,0-6 scale,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EPS@DF_EPS(1.0),OECD Environmental Policy Stringency Index,I,RUS,Russia,A,Annual,POL_STRINGENCY,Policy stringency,ELV_SOX,Emission limit value SOx,2016,,1,,0,Units,0_TO_6,0-6 scale,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EPS@DF_EPS(1.0),OECD Environmental Policy Stringency Index,I,RUS,Russia,A,Annual,POL_STRINGENCY,Policy stringency,ELV_SOX,Emission limit value SOx,2017,,1,,0,Units,0_TO_6,0-6 scale,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EPS@DF_EPS(1.0),OECD Environmental Policy Stringency Index,I,RUS,Russia,A,Annual,POL_STRINGENCY,Policy stringency,ELV_SOX,Emission limit value SOx,2018,,1,,0,Units,0_TO_6,0-6 scale,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EPS@DF_EPS(1.0),OECD Environmental Policy Stringency Index,I,RUS,Russia,A,Annual,POL_STRINGENCY,Policy stringency,ELV_SOX,Emission limit value SOx,2019,,1,,0,Units,0_TO_6,0-6 scale,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EPS@DF_EPS(1.0),OECD Environmental Policy Stringency Index,I,RUS,Russia,A,Annual,POL_STRINGENCY,Policy stringency,ELV_SOX,Emission limit value SOx,2020,,1,,0,Units,0_TO_6,0-6 scale,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EPS@DF_EPS(1.0),OECD Environmental Policy Stringency Index,I,CZE,Czechia,A,Annual,POL_STRINGENCY,Policy stringency,TAXSOX,Sulphur oxides (SOx) tax,1991,,1,,0,Units,0_TO_6,0-6 scale,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EPS@DF_EPS(1.0),OECD Environmental Policy Stringency Index,I,CZE,Czechia,A,Annual,POL_STRINGENCY,Policy stringency,TAXSOX,Sulphur oxides (SOx) tax,1992,,1,,0,Units,0_TO_6,0-6 scale,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EPS@DF_EPS(1.0),OECD Environmental Policy Stringency Index,I,CZE,Czechia,A,Annual,POL_STRINGENCY,Policy stringency,TAXSOX,Sulphur oxides (SOx) tax,1993,,1,,0,Units,0_TO_6,0-6 scale,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EPS@DF_EPS(1.0),OECD Environmental Policy Stringency Index,I,CZE,Czechia,A,Annual,POL_STRINGENCY,Policy stringency,TAXSOX,Sulphur oxides (SOx) tax,1994,,1,,0,Units,0_TO_6,0-6 scale,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EPS@DF_EPS(1.0),OECD Environmental Policy Stringency Index,I,CZE,Czechia,A,Annual,POL_STRINGENCY,Policy stringency,TAXSOX,Sulphur oxides (SOx) tax,1995,,1,,0,Units,0_TO_6,0-6 scale,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EPS@DF_EPS(1.0),OECD Environmental Policy Stringency Index,I,CZE,Czechia,A,Annual,POL_STRINGENCY,Policy stringency,TAXSOX,Sulphur oxides (SOx) tax,1996,,1,,0,Units,0_TO_6,0-6 scale,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EPS@DF_EPS(1.0),OECD Environmental Policy Stringency Index,I,CZE,Czechia,A,Annual,POL_STRINGENCY,Policy stringency,TAXSOX,Sulphur oxides (SOx) tax,1997,,1,,0,Units,0_TO_6,0-6 scale,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EPS@DF_EPS(1.0),OECD Environmental Policy Stringency Index,I,CZE,Czechia,A,Annual,POL_STRINGENCY,Policy stringency,TAXSOX,Sulphur oxides (SOx) tax,1998,,1,,0,Units,0_TO_6,0-6 scale,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EPS@DF_EPS(1.0),OECD Environmental Policy Stringency Index,I,CZE,Czechia,A,Annual,POL_STRINGENCY,Policy stringency,TAXSOX,Sulphur oxides (SOx) tax,1999,,1,,0,Units,0_TO_6,0-6 scale,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EPS@DF_EPS(1.0),OECD Environmental Policy Stringency Index,I,CZE,Czechia,A,Annual,POL_STRINGENCY,Policy stringency,TAXSOX,Sulphur oxides (SOx) tax,2000,,1,,0,Units,0_TO_6,0-6 scale,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EPS@DF_EPS(1.0),OECD Environmental Policy Stringency Index,I,CZE,Czechia,A,Annual,POL_STRINGENCY,Policy stringency,TAXSOX,Sulphur oxides (SOx) tax,2001,,1,,0,Units,0_TO_6,0-6 scale,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EPS@DF_EPS(1.0),OECD Environmental Policy Stringency Index,I,CZE,Czechia,A,Annual,POL_STRINGENCY,Policy stringency,TAXSOX,Sulphur oxides (SOx) tax,2002,,1,,0,Units,0_TO_6,0-6 scale,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EPS@DF_EPS(1.0),OECD Environmental Policy Stringency Index,I,CZE,Czechia,A,Annual,POL_STRINGENCY,Policy stringency,TAXSOX,Sulphur oxides (SOx) tax,2003,,1,,0,Units,0_TO_6,0-6 scale,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EPS@DF_EPS(1.0),OECD Environmental Policy Stringency Index,I,CZE,Czechia,A,Annual,POL_STRINGENCY,Policy stringency,TAXSOX,Sulphur oxides (SOx) tax,2004,,1,,0,Units,0_TO_6,0-6 scale,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EPS@DF_EPS(1.0),OECD Environmental Policy Stringency Index,I,CZE,Czechia,A,Annual,POL_STRINGENCY,Policy stringency,TAXSOX,Sulphur oxides (SOx) tax,2005,,1,,0,Units,0_TO_6,0-6 scale,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EPS@DF_EPS(1.0),OECD Environmental Policy Stringency Index,I,CZE,Czechia,A,Annual,POL_STRINGENCY,Policy stringency,TAXSOX,Sulphur oxides (SOx) tax,2006,,1,,0,Units,0_TO_6,0-6 scale,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EPS@DF_EPS(1.0),OECD Environmental Policy Stringency Index,I,CZE,Czechia,A,Annual,POL_STRINGENCY,Policy stringency,TAXSOX,Sulphur oxides (SOx) tax,2007,,1,,0,Units,0_TO_6,0-6 scale,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EPS@DF_EPS(1.0),OECD Environmental Policy Stringency Index,I,CZE,Czechia,A,Annual,POL_STRINGENCY,Policy stringency,TAXSOX,Sulphur oxides (SOx) tax,2008,,1,,0,Units,0_TO_6,0-6 scale,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EPS@DF_EPS(1.0),OECD Environmental Policy Stringency Index,I,CZE,Czechia,A,Annual,POL_STRINGENCY,Policy stringency,TAXSOX,Sulphur oxides (SOx) tax,2009,,1,,0,Units,0_TO_6,0-6 scale,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EPS@DF_EPS(1.0),OECD Environmental Policy Stringency Index,I,CZE,Czechia,A,Annual,POL_STRINGENCY,Policy stringency,TAXSOX,Sulphur oxides (SOx) tax,2010,,1,,0,Units,0_TO_6,0-6 scale,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EPS@DF_EPS(1.0),OECD Environmental Policy Stringency Index,I,CZE,Czechia,A,Annual,POL_STRINGENCY,Policy stringency,TAXSOX,Sulphur oxides (SOx) tax,2011,,1,,0,Units,0_TO_6,0-6 scale,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EPS@DF_EPS(1.0),OECD Environmental Policy Stringency Index,I,CZE,Czechia,A,Annual,POL_STRINGENCY,Policy stringency,TAXSOX,Sulphur oxides (SOx) tax,2012,,1,,0,Units,0_TO_6,0-6 scale,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EPS@DF_EPS(1.0),OECD Environmental Policy Stringency Index,I,CZE,Czechia,A,Annual,POL_STRINGENCY,Policy stringency,TAXSOX,Sulphur oxides (SOx) tax,2013,,1,,0,Units,0_TO_6,0-6 scale,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EPS@DF_EPS(1.0),OECD Environmental Policy Stringency Index,I,CZE,Czechia,A,Annual,POL_STRINGENCY,Policy stringency,TAXSOX,Sulphur oxides (SOx) tax,2014,,1,,0,Units,0_TO_6,0-6 scale,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EPS@DF_EPS(1.0),OECD Environmental Policy Stringency Index,I,CZE,Czechia,A,Annual,POL_STRINGENCY,Policy stringency,TAXSOX,Sulphur oxides (SOx) tax,2015,,1,,0,Units,0_TO_6,0-6 scale,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EPS@DF_EPS(1.0),OECD Environmental Policy Stringency Index,I,CZE,Czechia,A,Annual,POL_STRINGENCY,Policy stringency,TAXSOX,Sulphur oxides (SOx) tax,2016,,1,,0,Units,0_TO_6,0-6 scale,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EPS@DF_EPS(1.0),OECD Environmental Policy Stringency Index,I,CZE,Czechia,A,Annual,POL_STRINGENCY,Policy stringency,TAXSOX,Sulphur oxides (SOx) tax,2017,,1,,0,Units,0_TO_6,0-6 scale,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EPS@DF_EPS(1.0),OECD Environmental Policy Stringency Index,I,EST,Estonia,A,Annual,POL_STRINGENCY,Policy stringency,TAXSOX,Sulphur oxides (SOx) tax,1996,,1,,0,Units,0_TO_6,0-6 scale,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EPS@DF_EPS(1.0),OECD Environmental Policy Stringency Index,I,EST,Estonia,A,Annual,POL_STRINGENCY,Policy stringency,TAXSOX,Sulphur oxides (SOx) tax,1997,,1,,0,Units,0_TO_6,0-6 scale,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EPS@DF_EPS(1.0),OECD Environmental Policy Stringency Index,I,EST,Estonia,A,Annual,POL_STRINGENCY,Policy stringency,TAXSOX,Sulphur oxides (SOx) tax,1998,,1,,0,Units,0_TO_6,0-6 scale,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EPS@DF_EPS(1.0),OECD Environmental Policy Stringency Index,I,EST,Estonia,A,Annual,POL_STRINGENCY,Policy stringency,TAXSOX,Sulphur oxides (SOx) tax,1999,,1,,0,Units,0_TO_6,0-6 scale,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EPS@DF_EPS(1.0),OECD Environmental Policy Stringency Index,I,EST,Estonia,A,Annual,POL_STRINGENCY,Policy stringency,TAXSOX,Sulphur oxides (SOx) tax,2000,,1,,0,Units,0_TO_6,0-6 scale,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EPS@DF_EPS(1.0),OECD Environmental Policy Stringency Index,I,EST,Estonia,A,Annual,POL_STRINGENCY,Policy stringency,TAXSOX,Sulphur oxides (SOx) tax,2001,,1,,0,Units,0_TO_6,0-6 scale,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EPS@DF_EPS(1.0),OECD Environmental Policy Stringency Index,I,EST,Estonia,A,Annual,POL_STRINGENCY,Policy stringency,TAXSOX,Sulphur oxides (SOx) tax,2002,,1,,0,Units,0_TO_6,0-6 scale,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EPS@DF_EPS(1.0),OECD Environmental Policy Stringency Index,I,EST,Estonia,A,Annual,POL_STRINGENCY,Policy stringency,TAXSOX,Sulphur oxides (SOx) tax,2003,,1,,0,Units,0_TO_6,0-6 scale,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EPS@DF_EPS(1.0),OECD Environmental Policy Stringency Index,I,EST,Estonia,A,Annual,POL_STRINGENCY,Policy stringency,TAXSOX,Sulphur oxides (SOx) tax,2004,,1,,0,Units,0_TO_6,0-6 scale,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EPS@DF_EPS(1.0),OECD Environmental Policy Stringency Index,I,EST,Estonia,A,Annual,POL_STRINGENCY,Policy stringency,TAXSOX,Sulphur oxides (SOx) tax,2005,,1,,0,Units,0_TO_6,0-6 scale,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EPS@DF_EPS(1.0),OECD Environmental Policy Stringency Index,I,EST,Estonia,A,Annual,POL_STRINGENCY,Policy stringency,TAXSOX,Sulphur oxides (SOx) tax,2006,,1,,0,Units,0_TO_6,0-6 scale,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EPS@DF_EPS(1.0),OECD Environmental Policy Stringency Index,I,EST,Estonia,A,Annual,POL_STRINGENCY,Policy stringency,TAXSOX,Sulphur oxides (SOx) tax,2007,,1,,0,Units,0_TO_6,0-6 scale,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EPS@DF_EPS(1.0),OECD Environmental Policy Stringency Index,I,EST,Estonia,A,Annual,POL_STRINGENCY,Policy stringency,TAXSOX,Sulphur oxides (SOx) tax,2008,,1,,0,Units,0_TO_6,0-6 scale,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EPS@DF_EPS(1.0),OECD Environmental Policy Stringency Index,I,EST,Estonia,A,Annual,POL_STRINGENCY,Policy stringency,TAXSOX,Sulphur oxides (SOx) tax,2009,,1,,0,Units,0_TO_6,0-6 scale,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EPS@DF_EPS(1.0),OECD Environmental Policy Stringency Index,I,EST,Estonia,A,Annual,POL_STRINGENCY,Policy stringency,TAXSOX,Sulphur oxides (SOx) tax,2010,,1,,0,Units,0_TO_6,0-6 scale,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EPS@DF_EPS(1.0),OECD Environmental Policy Stringency Index,I,EST,Estonia,A,Annual,POL_STRINGENCY,Policy stringency,TAXSOX,Sulphur oxides (SOx) tax,2011,,1,,0,Units,0_TO_6,0-6 scale,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EPS@DF_EPS(1.0),OECD Environmental Policy Stringency Index,I,EST,Estonia,A,Annual,POL_STRINGENCY,Policy stringency,TAXSOX,Sulphur oxides (SOx) tax,2012,,1,,0,Units,0_TO_6,0-6 scale,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EPS@DF_EPS(1.0),OECD Environmental Policy Stringency Index,I,EST,Estonia,A,Annual,POL_STRINGENCY,Policy stringency,TAXSOX,Sulphur oxides (SOx) tax,2013,,1,,0,Units,0_TO_6,0-6 scale,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EPS@DF_EPS(1.0),OECD Environmental Policy Stringency Index,I,FRA,France,A,Annual,POL_STRINGENCY,Policy stringency,TAXSOX,Sulphur oxides (SOx) tax,2010,,1,,0,Units,0_TO_6,0-6 scale,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EPS@DF_EPS(1.0),OECD Environmental Policy Stringency Index,I,FRA,France,A,Annual,POL_STRINGENCY,Policy stringency,TAXSOX,Sulphur oxides (SOx) tax,2011,,1,,0,Units,0_TO_6,0-6 scale,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EPS@DF_EPS(1.0),OECD Environmental Policy Stringency Index,I,FRA,France,A,Annual,POL_STRINGENCY,Policy stringency,TAXSOX,Sulphur oxides (SOx) tax,2012,,1,,0,Units,0_TO_6,0-6 scale,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EPS@DF_EPS(1.0),OECD Environmental Policy Stringency Index,I,FRA,France,A,Annual,POL_STRINGENCY,Policy stringency,TAXSOX,Sulphur oxides (SOx) tax,2013,,1,,0,Units,0_TO_6,0-6 scale,2,Two
